20:25:42    vethdfc607f    635,40    643,20    170,74    197,18      0,00      0,00      0,00      0,02
20:25:42      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:42    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:42    veth3ab407b    341,00    329,80    104,93     57,83      0,00      0,00      0,00      0,01
20:25:42           lo    155,20    155,20    158,18    158,18      0,00      0,00      0,00      0,00
20:25:42    vethb1eb094    268,40    271,20     48,50     62,02      0,00      0,00      0,00      0,01
20:25:42    veth957bc21    271,80    271,40     50,25     62,24      0,00      0,00      0,00      0,01
20:25:42    veth7f20925     49,60     53,20     98,78     36,63      0,00      0,00      0,00      0,01
20:25:42    br-bd61e146aaf4     95,60     94,80    131,39     55,80      0,00      0,00      0,00      0,00

20:25:42        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:47        all     49,50      0,00     34,62      0,53      0,00     15,36

20:25:42          tps      rtps      wtps   bread/s   bwrtn/s
20:25:47        44,80      0,40     44,40      4,80   1395,20

20:25:42    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:47       139532   7448616     98,16    175452   1164688  13120344     85,13   4039968   1459788      3136

20:25:42          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:47       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:47       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:47       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:47       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:47       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:47       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:47       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:47       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:47       dev8-0     44,80      4,80   1395,20     31,25      0,15      3,34      1,98      8,88
20:25:47      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:47     dev253-0    139,80      1,60   1395,20      9,99      0,34      2,39      0,62      8,72
20:25:47     dev253-1      0,40      3,20      0,00      8,00      0,00      8,00      4,00      0,16

20:25:42        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:47        ens33     63,20     43,40     48,83     43,82      0,00      0,00      0,00      0,04
20:25:47    veth0119560    281,80    292,40     90,72     51,39      0,00      0,00      0,00      0,01
20:25:47    veth141eb73    556,20    542,00    153,91    175,44      0,00      0,00      0,00      0,01
20:25:47    vethdfc607f    588,80    572,60    157,51    178,53      0,00      0,00      0,00      0,01
20:25:47      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:47    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:47    veth3ab407b    305,60    309,60     92,77     52,85      0,00      0,00      0,00      0,01
20:25:47           lo    160,40    160,40    157,82    157,82      0,00      0,00      0,00      0,00
20:25:47    vethb1eb094    228,00    226,80     43,86     52,31      0,00      0,00      0,00      0,00
20:25:47    veth957bc21    238,20    242,40     45,13     53,60      0,00      0,00      0,00      0,00
20:25:47    veth7f20925     57,00     61,20     99,82     35,63      0,00      0,00      0,00      0,01
20:25:47    br-bd61e146aaf4    107,40     98,80    134,52     52,02      0,00      0,00      0,00      0,00

20:25:47        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:52        all     45,87      0,00     35,52      0,75      0,00     17,87

20:25:47          tps      rtps      wtps   bread/s   bwrtn/s
20:25:52        41,80      0,40     41,40     12,80   1299,20

20:25:47    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:52       143944   7444204     98,10    175440   1161136  13153956     85,35   4024984   1472892      3584

20:25:47          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:52       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:52       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:52       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:52       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:52       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:52       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:52       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:52       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:52       dev8-0     41,80     12,80   1299,20     31,39      0,16      3,77      1,84      7,68
20:25:52      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:52     dev253-0    130,40      0,00   1252,80      9,61      0,31      2,36      0,58      7,52
20:25:52     dev253-1      7,40     12,80     46,40      8,00      0,03      4,22      0,76      0,56

20:25:47        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:52        ens33     62,20     45,60     53,38     46,21      0,00      0,00      0,00      0,04
20:25:52    veth0119560    319,20    316,20     94,20     53,32      0,00      0,00      0,00      0,01
20:25:52    veth141eb73    586,80    583,80    158,52    181,49      0,00      0,00      0,00      0,01
20:25:52    vethdfc607f    593,60    577,40    156,77    179,99      0,00      0,00      0,00      0,01
20:25:52      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:52    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:52    veth3ab407b    316,80    329,20     93,40     54,00      0,00      0,00      0,00      0,01
20:25:52           lo    143,80    143,80    157,44    157,44      0,00      0,00      0,00      0,00
20:25:52    vethb1eb094    234,20    236,80     44,01     55,44      0,00      0,00      0,00      0,00
20:25:52    veth957bc21    231,20    232,80     43,47     53,15      0,00      0,00      0,00      0,00
20:25:52    veth7f20925     47,40     48,40     98,60     33,14      0,00      0,00      0,00      0,01
20:25:52    br-bd61e146aaf4     92,00     87,80    131,81     54,75      0,00      0,00      0,00      0,00

20:25:52        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:25:57        all     50,87      0,00     36,64      0,26      0,00     12,23

20:25:52          tps      rtps      wtps   bread/s   bwrtn/s
20:25:57        40,80      0,00     40,80      0,00   1763,20

20:25:52    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
20:25:57       132368   7455780     98,26    174348   1150148  13276876     86,15   4016512   1493132      4640

20:25:52          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
20:25:57       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:57       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:57       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:57       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:57       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:57       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:57       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:57       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:57       dev8-0     40,80      0,00   1763,20     43,22      0,14      3,55      1,71      6,96
20:25:57      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:57     dev253-0    115,40      0,00   1051,20      9,11      0,28      2,32      0,54      6,24
20:25:57     dev253-1     89,00      0,00    712,00      8,00      0,52      5,82      0,08      0,72

20:25:52        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20:25:57        ens33     53,20     39,00     41,85     37,28      0,00      0,00      0,00      0,03
20:25:57    veth0119560    277,60    279,60     86,69     46,80      0,00      0,00      0,00      0,01
20:25:57    veth141eb73    554,20    540,40    129,23    163,60      0,00      0,00      0,00      0,01
20:25:57    vethdfc607f    548,60    553,40    131,61    166,88      0,00      0,00      0,00      0,01
20:25:57      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:57    veth10aaab2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
20:25:57    veth3ab407b    275,80    261,80     88,42     46,05      0,00      0,00      0,00      0,01
20:25:57           lo    133,00    133,00    103,75    103,75      0,00      0,00      0,00      0,00
20:25:57    vethb1eb094    237,00    244,40     44,15     53,34      0,00      0,00      0,00      0,00
20:25:57    veth957bc21    251,00    256,20     45,55     56,44      0,00      0,00      0,00      0,00
20:25:57    veth7f20925     48,00     50,60     79,79     30,00      0,00      0,00      0,00      0,01
20:25:57    br-bd61e146aaf4     86,20     80,00     84,54     43,26      0,00      0,00      0,00      0,00



Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     49,31      0,00     34,39      0,96      0,00     15,35

Average:          tps      rtps      wtps   bread/s   bwrtn/s
Average:        51,31      1,15     50,17     27,89   1768,04

Average:    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
Average:       161923   7426225     97,87    173163   1165394  13128259     85,18   4020341   1444042      3154

Average:          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
Average:       dev7-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev7-1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev7-2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev7-3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev7-4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev7-5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev7-6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev7-7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev8-0     51,31     27,89   1768,04     35,00      0,19      3,70      1,80      9,23
Average:      dev11-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:     dev253-0    155,43     19,96   1722,69     11,21      0,42      2,67      0,57      8,85
Average:     dev253-1      6,66      7,93     45,35      8,00      0,03      5,10      0,74      0,49

Average:        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
Average:        ens33     63,49     42,05     53,26     44,28      0,00      0,00      0,00      0,04
Average:    veth0119560    308,20    312,97     92,57     53,20      0,00      0,00      0,00      0,01
Average:    veth141eb73    581,00    569,55    156,92    177,62      0,00      0,00      0,00      0,01
Average:    vethdfc607f    579,91    571,80    156,98    177,85      0,00      0,00      0,00      0,01
Average:      docker0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:    veth10aaab2      0,00      0,01      0,00      0,00      0,00      0,00      0,00      0,00
Average:    veth3ab407b    307,95    308,91     92,58     53,04      0,00      0,00      0,00      0,01
Average:           lo    135,45    135,45    155,20    155,20      0,00      0,00      0,00      0,00
Average:    vethb1eb094    232,05    235,23     44,27     53,22      0,00      0,00      0,00      0,00
Average:    veth957bc21    234,51    238,06     44,48     53,44      0,00      0,00      0,00      0,00
Average:    veth7f20925     50,83     53,22     98,55     34,95      0,00      0,00      0,00      0,01
Average:    br-bd61e146aaf4     92,32     87,57    133,38     51,63      0,00      0,00      0,00      0,00
